WORD	PHONETICS
revocation	rɛvəkeɪʃən
dally	dæli
insufficient	ɪnsəfɪʃənt
jumble	dʒʌmbəl
humanness	hjumənəs
deaf	dɛf
petal	pɛtəl
personification	pərsɑnɪfɪkeɪʃən
provoke	prəvoʊk
contravention	kɑntrəvɛnʃən
corporation	kɔrpəreɪʃən
wool	wʊl
pallidness	pælɪdnəs
recondite	rɪkəndaɪt
index	ɪndɛks
yearbook	jɪrbʊk
biscuit	bɪskɪt
garage	gəɹɑʒ
threaten	θɹɛtn
disjoin	dɪsʤɔɪn
ink	ɪŋk
aliquot	æləkwɑt
dent	dɛnt
customer	kʌstəmɚ
composer	kəmpoʊzɚ
umpire	ʌmpaɪɚ
beside	bɪsaɪd
scurvy	skɚvi
syncopation	sɪŋkəpeɪʃən
portent	pɔɹtɛnt
remiander	ɹɪmaɪndɚ
cognac	koʊnjæk
phlegmatical	flɛgmætɪkəl
cubeb	kjubɛb
capitalization	kæpɪtəlaɪzeɪʃən
dote	doʊt
forebode	fɔɹboʊd
circumscriptive	sɚkəmskɹɪptɪv
vintage	vɪntɪʤ
aeriform	eɚɪfɔɹm
meditate	mɛdɪteɪt
bewilder	bɪwɪldɚ
playground	pleɪgɹaʊnd
resemble	ɹɪzɛmbəl
patronize	peɪtɹənaɪz
impassionate	ɪmpæʃəneɪt
alcoholism	ælkəhɔlɪzəm
atropine	ætɹəpin
specify	spɛsɪfaɪ
noun	naʊn
today	tədeɪ
prank	pɹæŋk
those	ðoʊz
guarantee	gæɹənti
surreptitious	sɚəptɪʃəs
appendage	əpɛndɪʤ
munificent	mjunɪfɪsənt
jersey	ʤɚzi
effervescence	ɛfɚvɛsəns
umbrage	ʌmbɹɪʤ
strength	stɹɛŋθ
demon	dimən
casserole	kæsəɹoʊl
sheaf	ʃif
meanwhile	minwaɪl
regularity	ɹɛgjəlæɹəti
pliability	plaɪəbɪləti
perturb	pɜrtɜrb
wariness	wɛrinəs
heroine	hɛroʊɪn
nominee	nɑmɪni
preciousness	prɛʃəsnəs
aftercrop	æftərkrɑp
rustle	rʌsəl
feebleness	fibəlnəs
sable	seɪbəl
windpipe	wɪndpaɪp
dog	dɔg
allied	əlaɪd
sword	sɔrd
saintliness	seɪntlinəs
disastrous	dɪzæstrəs
brougham	bruəm
anomalous	ənɑmələs
academician	əkædəmɪʃən
producer	prədusər
daintiness	deɪntinəs
tidy	taɪdi
mutilator	mjutɪleɪtər
unpaid	ʌnpeɪd
apace	əpeɪs
lifeless	laɪfləs
mule	mjul
irrefutable	ɪrɪfjutəbəl
chimeric	kaɪmɛrɪk
upstairs	ʌpstɛrz
ruler	rulər
indiscretion	ɪndɪskrɛʃən
contempt	kəntɛmpt
ecstatically	ɛkstætɪkəli
hiccough	hɪkʌp
confide	kənfaɪd
tantamount	tæntəmaʊnt
ruthless	ruθləs
librarian	laɪbrɛriən
impious	ɪmpiəs
trio	trioʊ
quietude	kwaɪətud
roomy	rumi
propaganda	prɑpəgændə
speechlessness	spitʃləsnəs
coaxer	koʊksər
scrap	skræp
trust	trʌst
unnecessary	ʌnnɛsəsɛri
bought	bɔt
servile	sɜrvəl
undertone	ʌndərtəʊn
pollution	pəluʃən
feed	fid
nullify	nʌləfaɪ
illegitimate	ɪlədʒɪtəmət
quadrate	kwɑdreɪt
serum	sɪrəm
filth	fɪlθ
inning	ɪnɪŋ
undaunted	ʌndɔntəd
negotiability	nəgəʊʃiəbɪləti
selfpossession	sɛlfpəzɛʃən
scorpion	skɔrpiən
rub	rʌb
inequality	ɪnɪkwɑləti
heavy	hɛvi
loam	ləʊm
soubrette	subɛt
population	pɑpjəleɪʃən
subscriber	səbskraɪbər
compulsive	kəmpʌlsɪv
conducive	kəndusɪv
archdeacon	ɑrtʃdikən
placard	plækɑrd
palpability	pælpəbɪləti
mountainous	maʊntənəs
counteract	kaʊntərækt
deacon	dikən
respectful	rɪspɛktfəl
consecration	kɑnsəkreɪʃən
reimbursement	riɪmbɜrsmənt
pipe	paɪp
fertileness	fɜrtəlnəs
junction	dʒʌŋkʃən
nay	neɪ
wrong	rɔŋ
atheist	eɪθiɪst
efface	ɪfeɪs
debilitate	dɪbɪləteɪt
incite	ɪnsaɪt
stringent	strɪndʒənt
formerly	fɔrməli
overact	əʊvərækt
bend	bɛnd
mandatory	mændətɔri
mensuration	mɛnʃəreɪʃən
pink	pɪŋk
beseech	bəsitʃ
ego	igəʊ
thirstily	θɜrstəli
fountain	faʊntən
asthmatic	æsθmætɪk
representative	rɛprəzɛntətɪv
gaudy	gɔdi
feud	fjud
duties	dutiz
nutriment	nutɹəmənt
facet	fæsət
aureole	ɔɹiəl
stump	stʌmp
incredible	ɪnkɹɛdəbəl
defray	dɪfɹeɪ
petitionary	pətɪʃənɛɹi
bamboozle	bæmbuzəl
judgement	dʒʌdʒmənt
kept	kɛpt
bare	bɛɹ
thunderbolt	θʌndɚbolt
systematically	sɪstəmætɪkəli
shudder	ʃʌdɚ
ventricle	vɛntrɪkəl
placeable	pleɪsəbəl
fleece	flis
hinge	hɪndʒ
inaccurate	ɪnækjəɹət
stratify	stɹætəfaɪ
fume	fjum
inundation	ɪnʌndeɪʃən
ungracious	ʌngreɪʃəs
clarification	klæɹəfəkeɪʃən
vocabulary	voʊkæbjəlɛɹi
observant	əbzɜrvənt
tire	taɪɚ
drawn	dɹɔn
player	pleɪɚ
reverential	rɛvəɹɛnʃəl
doctrinal	dɑktrənəl
lesser	lɛsɚ
spike	spaɪk
nihil	naɪəl
food	fud
theocracy	θiɑkɹəsi
paralysis	pəɹælɪsɪs
stiletto	stəlɛtoʊ
melancholic	mɛlənkɑlɪk
debris	dəbɹi
territorial	tɛɹətɔɹiəl
merriness	mɛɹinəs
scaffold	skæfəld
chaotically	keɪɒtɪkəli
arbutus	ɑrbju:təs
audience	ɔ:diəns
deliverance	dɪlɪvərəns
abroad	əbrɔ:d
gherkin	gɜrkɪn
toot	tu:t
bet	bɛt
reaction	riæk∫ən
immerge	ɪmɜrdʒ
bunch	bʌntʃ
puissant	pwɪsənt
import	ɪmpɔrt
bemoan	bɪmoʊn
athwart	əθwɔrt
undertow	ʌndərtoʊ
egyptian	ɪdʒɪpʃən
sherbet	ʃɜrbət
convincingness	kənvɪnsɪŋnəs
amulet	æmjələt
venal	vi:nəl
purpose	pɜrpəs
coefficient	koʊəfɪʃənt
insertion	ɪnsɜrʃən
canvasser	kænvəsər
abdicant	æbdɪkənt
decree	dɪkri:
senatorship	sɛnətərʃɪp
freckle	frɛkəl
undeveloped	ʌndɪvɛləpt
congest	kəndʒɛst
ineffectually	ɪnəfɛktʃuəli
chronicler	krɒnɪklər
purr	pɜr
messrs	mɛsərz
besmear	bɪsmɪr
boiler	bɔɪlər
beach	bi:tʃ
village	vɪlɪdʒ
crave	kreɪv
facade	fəsɑ:d
bloodless	blʌdləs
age	eɪdʒ
plausibility	plɔzəbɪləti
limb	lɪm
questionable	kwɛstʃənəbəl
ballot	bælət
optimistic	ɒptɪmɪstɪk
circumambient	sɜrkəmæmbiənt
pugnacity	pʌgnæsəti
prefer	prɪfɜr
coin	kɔɪn
expensive	ɪkspɛnsɪv
cynosure	saɪnəʃʊr
sower	soʊər
cheater	tʃitər
deplete	dɪplit
placeability	pleɪsəbɪləti
boy	bɔɪ
cremate	krimeɪt
nickel	nɪkəl
amplitude	æmplɪtud
furtherance	fɜrðərəns
bulletin	bʊlətɪn
hatch	hætʃ
calliope	kəlaɪəpi
resilience	rɪzɪliəns
measureless	mɛʒərləs
abberant	æbərənt
viaduct	vaɪədʌkt
higher	haɪər
pacifiable	pæsɪfaɪəbəl
wholesome	hoʊlsəm
spoilsman	spɔɪlzmən
parlor	pɑrlər
descent	dɪsɛnt
suave	swɑv
shallow	ʃæloʊ
curtain	kɜrtən
filmy	fɪlmi
impudent	ɪmpjudənt
slant	slænt
stir	stɜr
panic	pænɪk
manner	mænər
them	ðɛm
wattmeter	wɑtmitər
inn	ɪn
metallurgy	mɛtəlɜrdʒi
sanctimony	sæŋktɪmoʊni
uniformness	junɪfɔrmnəs
ceremonious	sɛrəmoʊniəs
diabolical	daɪəbɑlɪkəl
convoke	kənvoʊk
extol	ɪkstol
moneyless	mʌniləs
tenderness	tɛndərnəs
compulsory	kəmpʌlsəri
saucer	sɔsər
annals	ænəlz
undiscovered	ʌndɪskʌvərd
suppression	səprɛʃən
edibility	ɛdəbɪləti
gross	groʊs
doggedly	dɔgɪdli
softener	sɔfənər
vacation	veɪkeɪʃən
prophetical	prəfɛtɪkəl
consomme	kɒnsɒmeɪ
warm	wɔrm
admiral	ædmərəl
son	sʌn
officious	əfɪʃəs
loom	lum
thesaurus	θəsɔrəs
pretentious	prɪtɛnʃəs
ahoy	əhɔɪ
parenthetical	pærənθɛtɪkəl
interloper	ɪntərloʊpər
reap	rip
pyrotechnics	paɪroʊtɛknɪks
incognizance	ɪnkɒgnɪzəns
waiter	weɪtər
fantastical	fæntæstɪkəl
poet	poʊɪt
lyre	laɪər
trisection	traɪsɛkʃən
streamer	strimər
antic	æntɪk
foretaste	fɔrteɪst
sparse	spɑrs
circus	sɜrkəs
masterless	mæstərlɪs
agricultural	ægrɪkʌlʧərəl
monotone	mɒnətoʊn
lawyer	lɔjər
relegation	rɛləgeɪʃən
well	wɛl
vanquish	vænkwɪʃ
recreant	rɛkriənt
link	lɪŋk
raze	reɪz
dynasty	daɪnəsti
retaliation	rɪtælijeɪʃən
idiocy	ɪdiəsi
square	skwɛr
merry	mɛri
combustible	kəmbʌstəbəl
ascendant	əsɛndənt
collateral	kəlætərəl
invitation	ɪnvɪteɪʃən
admissible	ədmɪsəbəl
nickname	nɪkneɪm
incarnation	ɪnkɑrneɪʃən
hire	haɪər
avid	ævɪd
transcendent	trænsɛndənt
disagree	dɪsəgri
gratuity	grətuəti
peom	piəm
homogenous	həmɑdʒənəs
antipathy	æntɪpəθi
skulk	skʌlk
statistician	stætɪstɪʃən
faithful	feɪθfəl
delegate	dɛləgət
cane	keɪn
nonsensical	nɑnsɛnsɪkəl
purportless	pərpɔrtləs
postulate	pɑstʃəleɪt
beef	bif
abdicate	æbdɪkeɪt
siren	saɪrən
assign	əsaɪn
libertine	lɪbərtɪn
mellow	mɛloʊ
laudatory	lɔdətɔri
garret	gærət
split	splɪt
variform	vɛrifɔrm
maintain	meɪnteɪn
citizenship	sɪtəzənʃɪp
pseudonym	sudənɪm
quintet	kwɪntɛt
untimeliness	ʌntaɪmlinəs
leafless	lifləs
inferiority	ɪnfɪriɔrəti
ultimo	ʌltɪmoʊ
committal	kəmɪtəl
vegetation	vɛdʒəteɪʃən
furry	fɜri
swelter	swɛltər
logician	loʊdʒɪʃən
post	poʊst
ravine	rəvin
allopathy	əlɑpəθi
dragon	drægən
statuary	stætʃuɛri
transitory	trænsətɔri
assuage	əsweɪdʒ
necessitate	nəsɛsɪteɪt
untangle	ʌntæŋgəl
swivel	swɪvəl
corroboration	kərɒbəreɪʃən
belittle	bɪlɪtəl
mathematician	mæθəmətɪʃən
buzzard	bʌzərd
until	ʌntɪl
ordainer	ɔrdeɪnər
wretchedness	rɛtʃɪdnəs
cultivation	kʌltɪveɪʃən
vicinity	vɪsɪnəti
lendable	lɛndəbəl
interminable	ɪntɜrmɪnəbəl
seal	sil
groan	groʊn
scene	sin
horology	hɔrɒlədʒi
allude	əlud
relentless	rɪlɛntləs
vaseline	væsəlin
newsy	nuzi
snuff	snʌf
tungsten	tʌŋstən
scour	skaʊər
intervene	ɪntərvin
diary	daɪəri
lengthwise	lɛŋθwaɪz
bereave	bɪriv
ramble	ræmbəl
creation	krieɪʃən
severable	sɛvərəbəl
politician	pɒlətɪʃən
vincible	vɪnsəbəl
product	prɒdʌkt
prosper	prɒspər
calico	kælɪkoʊ
crystallization	krɪstəlaɪzeɪʃən
mend	mɛnd
pitiless	pɪtiləs
clock	klɒk
alien	eɪliən
deprave	dɪpreɪv
renew	rɪnu
triple	trɪpəl
garrulity	gærulɪti
decern	dɪsɜrn
sentry	sɛntri
strained	streɪnd
usufruct	jusəfrʌkt
code	koʊd
butler	bʌtlər
persistent	pərsɪstənt
acknowledgement	əknɑlɪdʒmənt
stoker	stoʊkər
becomingness	bɪkʌmɪŋnəs
clientele	klaɪəntel
cigarette	sɪgəret
finesse	fənes
counterpoint	kaʊntərpɔɪnt
truceless	truslɪs
duster	dʌstər
authority	əθɔrəti
border	bɔrdər
yucca	jʌkə
cooperation	koʊɑpəreɪʃən
number	nʌmbər
restorative	rɪstɔrətɪv
detention	dɪtenʃən
rosemary	roʊzməri
hoarse	hɔrs
recount	rikɑʊnt
judicial	dʒudɪʃəl
cynical	sɪnɪkəl
reticent	retɪsənt
morphine	mɔrfin
jam	dʒæm
grittiness	grɪtinəs
impassibility	ɪmpæsəbɪləti
reliance	rɪlaɪəns
comet	kɑmət
orient	ɔriənt
reticule	retɪkjul
collector	kəlektər
hypothesis	haɪpɑθəsɪs
educate	edʒəkeɪt
steep	stip
thrasher	θræʃər
visibility	vɪzəbɪləti
garrison	gærɪsən
demeanor	dɪminər
southeast	sɑʊθist
deduct	dɪdʌkt
defiance	dɪfaɪəns
ordinance	ɔrdənəns
glorify	glɔrəfaɪ
elevator	eləveɪtər
shear	ʃɪr
bubble	bʌbəl
registry	redʒɪstri
powerless	paʊɚləs
acclaim	əkleɪm
providence	prɑvɪdəns
throb	θrɑb
triarchy	traɪɑrki
straggler	strægləɹ
laudableness	lɔdəbəlnəs
theorist	θiəɹɪst
skeleton	skɛlətən
wound	wund
brotherhood	brʌðɚhʊd
hot	hɑt
oar	ɔɹ
swarthy	swɔɹði
apparent	əpærənt
florist	flɔɹɪst
church	tʃɜɹtʃ
thermal	θɜɹməl
migratory	maɪgrətɔri
rough	rʌf
achromatic	eɪkrəmætɪk
diagram	daɪəgræm
anteprandial	æntiprændiəl
remount	rimаʊnt
calligraphical	kəlɪgræfɪkəl
feather	fɛðɚ
intercommunicate	ɪntɚkəmjunɪkeɪt
moiety	mɔɪəti
assuagement	əswedʒmənt
experiment	ɪkspɛrɪmənt
perishableness	pɛrɪʃəbəlnəs
amethyst	æməθɪst
specialize	spɛʃəlaɪz
incessant	ɪnsɛsənt
founder	faʊndɚ
perceptibility	pɚsɛptəbɪləti
detachment	dɪtætʃmənt
inclined	ɪnklaɪnd
gondolier	gɑndəlɪɹ
cinder	sɪndɚ
sermon	sɜɹmən
handicraft	hændikræft
zealousness	zɛləsnəs
pianist	piænɪst
arsenic	ɑɹsənɪk
wry	raɪ
memorableness	mɛmərəbəlnəs
borax	bɔræks
cupidity	kjupɪdəti
welfare	wɛlfɛɹ
unprecedented	ʌnˌprɛsɪdɛntɪd
pontiff	pɑntɪf
transportation	trænspɔrˈteɪʃən
fresco	frɛskoʊ
durability	dʊrəˈbɪlɪti
treble	trɛbəl
baton	bəˈtɑn
deprecation	dɛprəˈkeɪʃən
springtime	sprɪŋtaɪm
contribute	kənˈtrɪbjut
convince	kənˈvɪns
gyrate	dʒaɪreɪt
nameless	neɪmlɪs
copula	kɑpjələ
decagon	dɛkəgɑn
vastness	væstnɪs
compact	kɑmpækt
remain	rɪˈmeɪn
bondsman	bɑndzmən
mnemonical	nɪˈmɑnɪkəl
revere	rɪˈvɪr
reappear	riəˈpɪr
psalmist	sɑmɪst
benumb	bɪˈnʌm
purple	pɜrpəl
minister	mɪnɪstər
musketeer	mʌskəˈtɪr
maximize	mæksəmaɪz
postalcard	poʊstəlkɑrd
knife	naɪf
kindred	kɪndrɪd
purchase	pɜrtʃəs
harass	həˈræs
furious	fjʊriəs
warder	wɔrdər
centrical	sɛntrɪkəl
forego	fɔrˈgoʊ
denominate	dɪˈnɑməneɪt
rescindable	rɪˈsɪndəbəl
hatred	heɪtrɪd
imitative	ɪmɪteɪtɪv
factitious	fækˈtɪʃəs
conversation	kɑnvərˈseɪʃən
ratifier	rætɪfaɪər
aspect	æspɛkt
afflict	əˈflɪkt
florescent	flɔrˈɛsənt
catarrh	kəˈtɑr
subscribe	səbˈskraɪb
plight	plaɪt
deface	difeɪs
smatter	smætɚ
bring	brɪŋ
tell	tɛl
bunchiness	bʌntʃinəs
best	bɛst
output	aʊtpʊt
insolence	ɪnsələns
adversary	ædvɚsɛri
culpable	kʌlpəbəl
ruminate	rumɪneɪt
tripe	traɪp
blameful	bleɪmfəl
dude	dud
reflective	rɪflɛktɪv
psalter	sɔltɚ
flight	flaɪt
settler	sɛtlɚ
inaudible	ɪnɔdəbəl
litigate	lɪtɪgeɪt
ague	eɪgju
lather	læðɚ
blackmail	blækmeɪl
astrometer	æstrɒmɪtɚ
apex	eɪpɛks
impediment	ɪmpɛdɪmənt
bribe	braɪb
incline	ɪnklaɪn
administrative	ədmɪnɪstreɪtɪv
volatilize	vɒlətɪlaɪz
unsociable	ʌnsoʊʃəbəl
dug	dʌg
trill	trɪl
despot	dɛspət
revelry	rɛvəlri
tourist	tʊrɪst
unauthorized	ʌnɔθəraɪzd
confederation	kənfɛdəreɪʃən
coiner	kɔɪnɚ
disgust	dɪsgʌst
rejecter	rɪdʒɛktɚ
celebrate	sɛləbreɪt
perfectness	pɚfɛktnəs
silhouette	sɪluɛt
buggy	bʌgi
economical	ɛkənɒmɪkəl
artillery	ɑrtɪləri
hoop	hup
undercurrent	ʌndɚkɚənt
administration	ədmɪnɪstreɪʃən
citified	sɪtɪfaɪd
assassinate	əsæsɪneɪt
reopen	rioʊpən
intrusive	ɪntrusɪv
brewery	bruəri
taintless	teɪntləs
derivation	dɛrɪveɪʃən
sulphuric	səlfʊrɪk
frolic	frɑlɪk
brisk	brɪsk
console	kənsol
extinguishable	ɪkstɪŋgwɪʃəbəl
locomotive	loʊkəmoʊtɪv
occupant	ɑkjəpənt
topaz	toʊpæz
grain	greɪn
lament	ləmɛnt
detest	dɪtɛst
pot	pɑt
ratify	rætɪfaɪ
picture	pɪktʃər
presence	prɛzəns
remunerable	rɪmjunərəbəl
macerate	mæsəreɪt
mutiny	mjutəni
solvable	sɑlvəbəl
den	dɛn
promoter	prəmoʊtər
foible	fɔɪbəl
ticket	tɪkɪt
reasoner	rizənər
deposes	dɪpoʊzɪz
fatal	feɪtəl
complexity	kəmplɛksɪti
comfortableness	kəmfərtəbəlnəs
macaroni	mækəroʊni
undisputed	ʌndɪspjutɪd
holiness	hoʊlinəs
shadow	ʃædoʊ
nihilism	naɪəlɪzəm
salamander	sæləmændər
cheerless	tʃɪrləs
gasp	gæsp
prelude	prɛlud
antilogy	æntɪlədʒi
assessment	əsɛsmənt
succor	sʌkər
iridescent	ɪrɪdɛsənt
timely	taɪmli
disquisition	dɪskwɪzɪʃən
chill	tʃɪl
tuberous	tuːbərəs
amalgamation	əmælɡəmeɪʃən
wizard	wɪzərd
vivisector	vɪvɪsɛktər
transitive	trænsɪtɪv
wetness	wɛtnəs
intemperate	ɪntɛmpərət
subdued	səbduːd
extenuate	ɪkstɛnjueɪt
prominent	prɑmɪnənt
throng	θrɔŋ
diaphanous	daɪæfənəs
contaminable	kəntæmɪnəbəl
presumably	prɪzuːməbli
fillet	fɪleɪ
soup	suːp
tintype	tɪntaɪp
homeopathy	hoʊmiɑpəθi
secede	sɪsiːd
utilize	juːtəlaɪz
chariot	tʃæriət
heritage	hɛrɪtɪdʒ
learned	lɜrnɪd
knot	nɑt
chromic	kroʊmɪk
wordbook	wɜrdbʊk
poplin	pɑplɪn
matron	meɪtrən
fun	fʌn
mound	maʊnd
recoverable	rɪkʌvərəbəl
buckram	bʌkrəm
look	lʊk
complainant	kəmpleɪnənt
mascot	mæskɑt
coercible	koʊɜrsɪbəl
chastise	tʃæstaɪz
collegian	kəliːdʒən
consonantal	kɑnsənæntəl
bijou	biːʒuː
cling	klɪŋ
farmable	fɑrməbəl
almanac	ɔlmənæk
aeronautic	ɛroʊnɔtɪk
realist	riːəlɪst
sedentarily	sɛdənterəli
corruption	kərʌpʃən
obesity	oʊbiːsəti
confirmable	kənfɜrməbəl
trillion	trɪliən
reluctance	rɪlʌktəns
soggy	sɑgi
commencement	kəmɛnsmənt
shortsighted	ʃɔrtsaɪtɪd
nosegay	noʊzgeɪ
delirium	dɪlɪriəm
demarcation	diːmɑrkeɪʃən
retrocession	rɛtroʊsɛʃən
oxygen	ɑksɪdʒən
catholicism	kəθɑlɪsɪzəm
fluidity	fluːɪdɪti
inactive	ɪnæktɪv
electorate	ɪlɛktərət
lazy	leɪzi
president	prɛzɪdənt
circumstance	sɜrkəmstæns
wintry	wɪntri
brilliancy	brɪliənsi
efficient	ɪfɪʃənt
rhymeless	raɪmlɛs
hermitage	hɜrmɪtɪdʒ
chew	tʃuː
electrolysis	ɪlɛktrɑlɪsɪs
typhus	taɪfəs
patriotism	peɪtriətɪzəm
neutralization	nuːtrəlaɪzeɪʃən
repudiate	rɪpjuːdieɪt
xylic	zaɪlɪk
truthful	truːθfəl
elude	iluːd
correlate	kɔrəleɪt
upbuild	ʌpbɪld
nausea	nɔziə
sycamore	sɪkəmɔr
dingy	dɪndʒi
conformability	kənfɔrməbɪlɪti
impetus	ɪmpɪtəs
hose	hoʊz
skillet	skɪlɪt
systematization	sɪstəmətəzeɪʃən
gang	gæŋ
influence	ɪnfluəns
spider	spaɪdər
compromise	kɑmprəmaɪz
tempestuous	tɛmpɛstʃuəs
resident	rɛzɪdənt
dissatisfation	dɪsætɪsfæʃən
principality	prɪnsɪpælɪti
passport	pæspɔrt
lantern	læntərn
zebra	zibrə
pitcher	pɪtʃər
journalist	dʒɜrnəlɪst
chandelier	ʃændəlɪr
mineral	mɪnərəl
berry	bɛri
haste	heɪst
thoughtful	θɔtfəl
consummate	kɑnsəmeɪt
impolitic	ɪmpɑlətɪk
dysentery	dɪsənteri
incognito	ɪnkɑgnitoʊ
embank	ɛmbæŋk
supersede	supərsiːd
isolation	aɪsəleɪʃən
pouch	paʊtʃ
reproduce	riprəduːs
partiality	pɑrʃiælɪti
dative	deɪtɪv
aggrandize	əgrændaɪz
desiderate	dɪsɪdəreɪt
christmas	krɪsməs
amiability	eɪmiəbɪlɪti
abreast	əbrɛst
precaution	prɪkɔʃən
tank	tæŋk
last	læst
imagine	ɪmædʒɪn
authentically	ɔθɛntɪkəli
chameleon	kəmiːliən
bracket	brækɪt
nebulous	nɛbjələs
iota	aɪoʊtə
occult	əkʌlt
tuberculosis	tubɜrkjəloʊsɪs
ceremony	sɛrəmoʊni
coronation	kɔrəneɪʃən
chat	tʃæt
demand	dɪmænd
servitor	sɜrvɪtər
prejudicial	prɛdʒədiʃəl
derelict	dɛrəlɪkt
amelioration	əmiːliəreɪʃən
originative	əridʒəneɪtɪv
inadvertency	ɪnædvɜrtənsi
tamer	teɪmər
climate	klaɪmɪt
ointment	ɔɪntmənt
proper	prɑpər
rapturous	ræptʃərəs
whine	waɪn
regenerate	rɪdʒɛnəreɪt
detach	dɪtætʃ
anecdote	ænɪkdoʊt
politics	pɑlətɪks
bluster	blʌstər
forthcoming	fɔrθkʌmɪŋ
coquettish	koʊkɛtɪʃ
slow	sloʊ
almond	ɑmənd
acetic	əsitɪk
octopus	ɑktəpəs
willingly	wɪlɪŋli
gull	gʌl
intrigue	ɪntrig
constituency	kənstɪtʃuənsi
design	dɪzaɪn
votive	voʊtɪv
valvate	vælveɪt
textual	tɛkstʃuəl
locate	loʊkeɪt
twilight	twaɪlaɪt
heath	hiθ
impassive	ɪmpæsɪv
feeble	fibəl
jeeringly	dʒɪrɪŋli
versed	vɜrst
jester	dʒɛstər
problem	prɑbləm
segment	sɛgmənt
vary	vɛri
delegation	dɛlɪgeɪʃən
tender	tɛndər
glean	glin
solar	soʊlər
whinny	wɪni
gin	dʒɪn
puff	pʌf
contemplator	kəntɛmpleɪtər
puncture	pʌŋktʃər
crush	krʌʃ
tyrannical	tɪrænɪkəl
restoration	rɛstəreɪʃən
barbarian	bɑrbeəriən
vehement	viəmənt
biggest	bɪgɪst
advertiser	ædvərtaɪzər
vestal	vɛstəl
asleep	əslip
deity	diːəti
capitol	kæpɪtəl
riotous	raɪətəs
undecided	ʌndɪsaɪdɪd
effulgence	ɪfʌldʒəns
defalcation	dɪfælkeɪʃən
judiciary	dʒuːdɪʃiɛri
agony	æɡəni
forgive	fɔrɡɪv
contingency	kəntɪndʒənsi
clap	klæp
fibrous	faɪbrəs
censorial	sɛnsɔriəl
yarrow	jæroʊ
reinstate	riːɪnsteɪt
criticism	krɪtɪsɪzəm
ginseng	dʒɪnsɛŋ
concur	kənkɜr
fisher	fɪʃər
armature	ɑrmətʃʊr
concrete	kɑŋkriːt
doily	dɔɪli
his	hɪz
taper	teɪpər
machinery	məʃiːnəri
resile	rɪzaɪl
abominable	əbɑmɪnəbəl
trapezium	trəpiːziəm
vivacious	vɪveɪʃəs
aggravation	æɡrəveɪʃən
usurer	juːʒərər
familiarity	fəmɪliærɪti
redundant	rɪdʌndənt
oolong	uːlɔŋ
harp	hɑrp
commutation	kɑmjuːteɪʃən
decollete	deɪkɑləteɪ
porter	pɔrtər
chart	tʃɑrt
intercollegiate	ɪntərkəliːdʒiət
unacquainted	ʌnəkweɪntɪd
naivete	naɪiːvteɪ
toleration	tɑləreɪʃən
reject	rɪdʒɛkt
effeminateness	ɪfɛmɪnətnəs
maim	meɪm
purvey	pərveɪ
commercial	kəmɜrʃəl
tempest	tɛmpɪst
preposterous	prɪpɑstərəs
lightness	laɪtnəs
confluent	kɒnfluənt
veracious	vəreɪʃəs
predominant	prɪdɒmɪnənt
cabaret	kæbəreɪ
whir	wɜr
propagation	prɒpəgeɪʃən
board	bɔrd
degeneration	dɪdʒɛnəreɪʃən
foreground	fɔrgraʊnd
outrage	aʊtreɪdʒ
bicentennial	baɪsɛntɛniəl
sentient	sɛnʃənt
representation	rɛprɪzɛnteɪʃən
vicarage	vɪkərɪdʒ
wrapper	ræpər
scratch	skrætʃ
philosophy	fɪlɒsəfi
wish	wɪʃ
younger	jʌŋgər
whereabout	wɛərəbaʊt
signal	sɪgnəl
scotch	skɒtʃ
spread	sprɛd
superb	supɜrb
portentuous	pɔrtɛntʃuəs
festival	fɛstɪvəl
eatable	itəbəl
consolidation	kənsɒlɪdeɪʃən
trimmer	trɪmər
headquarters	hɛdkwɔrtərz
archdiocese	ɑrtʃdaɪəsiz
intercession	ɪntərsɛʃən
defection	dɪfɛkʃən
lay	leɪ
cyclical	sɪklɪkəl
savory	seɪvəri
astrology	əstrɒlədʒi
shaft	ʃæft
devotee	dɛvəti
snapper	snæpər
flume	flum
helpful	hɛlpfəl
fasten	fæsən
chinamen	tʃaɪnəmɛn
proximo	prɒksɪmoʊ
verdure	vɜrdʒər
comparably	kəmpærəbli
smash	smæʃ
cull	kʌl
materially	mətiriəli
ignition	ɪgnɪʃən
inexperience	ɪnɪkspɪriəns
cute	kjut
rummage	rʌmɪdʒ
position	pəzɪʃən
asphyxiation	æsfɪksieiʃən
launder	lɔndər
inflame	ɪnfleim
fluster	flʌstər
can	kæn
occasional	əkeɪʒənəl
appurtenance	əpɜrtənəns
washer	wɑʃər
unfurnished	ʌnfɜrnɪʃt
retinue	rɛtɪnu
trifler	traɪflər
barometer	bərɑmətər
bodkin	bɑdkɪn
fanatic	fənætɪk
culvert	kʌlvərt
uncultivated	ʌnkʌltɪveɪtɪd
town	taʊn
baroness	bærənɪs
sightless	saɪtlɪs
pitiable	pɪtiəbəl
abominableness	əbɑmɪnəbəlnɪs
squalor	skwɑlər
telegraphic	tɛləgræfɪk
contraction	kəntræktʃən
overconfidence	oʊvərkɑnfɪdəns
industry	ɪndəstri
align	əlaɪn
cabbage	kæbɪdʒ
policeman	pəlismən
scrupulous	skrupjələs
homestead	homstɛd
cascade	kæskeid
childishness	tʃaɪldɪʃnɪs
ambient	æmbiənt
model	mɑdəl
bliss	blɪs
